,annot,count
799,F7 ARTIFACT? TECHT O GO PRESS ON F7,1
797,DAUGHTER IN RM ,1
795,TOUCHED FOREHEAD WIRES ,1
794,SCRATCHING FOREHEAD AIRES ,1
790,****SEE BIFRONTAL DYSRHYTHMIA*** ,1
789,***SEE BIFRONTAL DELTA****,1
786,TOLD HIM NOT TO TOUCH ,1
785,SORRY PT WAS TOUCHING HEAD,1
559,independent bitemrp slowing,1
558,snore and self alerted,1
557,lt side slowing,1
304,says 28th,1
318,HV CONTINUES,1
317,WILL DO 1 MORE MIN OF HV DUE TO SOME SUS,1
315,some minor build up noted,1
312,L max fragments?,1
311,other tech in room still trying to fix c,1
310,swalow,1
309,some residual PSWOY,1
308,BH,1
300,tech fixing camera,1
320,unabel to maneuver camera as it his hang,1
299,some PSWOY?,1
298,secodn tech fixing video camera,1
297,tch fixing camera,1
296,camera broken,1
287,PT WILL NOT CONTINUE TEST - STOP,1
285,TRYNG TO SIT UP,1
282,adjusted C3 and P3,1
276,ELPEHAT,1
319,tech attemtping to record pt,1
321,end HV here as some fragments noted,1
266,likely artifact,1
354,tapping on FP2,1
374,eye blinking artifacts,1
371,persistent right parasag spread temp slo,1
368,move slightly,1
367,persistent right slowing,1
364,farily persistent rt side slowing,1
359,fully alert and oriented,1
356,right sided slowing,1
355,right side tumor removal last year,1
348,pt resist,1
322,4 MIN TOTAL HV,1
346,pt is sitting on the chair,1
344,vegetative state,1
342,hv 1 1?2 min,1
337,tech reapplying P3,1
329,muscle?,1
327,burst theta,1
325,pt has very thick hair causing occasiona,1
323,SLEMS,1
273,6TH,1
265,Snore/ mouth mvt,1
555,"month good, location good, person good e",1
96,Pt threatening to leave room,1
173,LOTS OF JAW MUSCLE ,1
171,AT LEAST 6 HRS ,1
168,AN HOUR AGO ,1
136,11TH,1
132,MOUTH MVT?,1
116,reappli9ed EOG2,1
112,will re-try later,1
111,pt not following instruction to close hi,1
94,Pt still asking to end test,1
190,ENCOURAE ,1
93,tech bargaining with Pt,1
92,says he cant wait,1
91,Pt says he feels nervous - wants the tes,1
86,Pt wants to keep eyes open,1
84,pt pulling wires off,1
71,pt is lying over on his left side,1
56,EKG fell,1
55,pt mv hands,1
184,AVERAGE REF  BRIEFLY ,1
200,CHANGE TIMEBASE TO 30 MM/SEC,1
241,not working properly,1
230,feel like he is shivering right now,1
240,turning camera off,1
239,quick return to waking,1
237,snoers and alerts will go ith this,1
235,but dont well,1
234,is a little anxiou,1
233,keep pt comfortable,1
232,warm blanket now,1
231,likely affects of HV,1
227,is talking about his events,1
205,passive eye closing,1
226,says on some level feels pre-sz,1
225,going to press ZA,1
222,already EEG returning to baseline,1
221,effects of HV,1
220,hand to chest,1
219,pt said he feels really weird,1
218,odd 60Hz there briefly at CZ,1
207,sesb 10,1
376,pt wants to end test,1
377,Cz electrode broke,1
378,"re-apply Fz, Cz, and Pz",1
489,Custom...head midline,1
504,tapping pt ,1
503,jdong1,1
501,Pt answering questions,1
500,Nurse asking Pt questions,1
498,Nurse trying to rouse Pt,1
496,paper speed 15,1
493, chewing,1
491,pt seems falling sleep,1
486,nurse talking,1
510,ight sleep,1
485,mom holding Pts hands,1
482,mom adjusting Pt,1
481,mom adjusting headrest,1
475,reapplied G4,1
472,now dizzy gone,1
471,dizzy w/ e/o,1
470,not dizzy,1
469,head to rt,1
507,epxlina HV,1
514,very little to no PDR noted/,1
379,change Cz electrode,1
534,right up to 7-8Hz  occipital rythm,1
554,"almost fully oriented, just trouble with",1
553,will go to pts side to ask some question,1
551,some rt side slowing,1
545,pt restng quietly,1
542,left frontal central delta continues,1
539,eye flutter with ec,1
538,can't understand what pt is saying,1
535,pt resting queitly - ec - ,1
533,left remains slower then right,1
516,underlying delta - more on left,1
532,tech fixing p3,1
531,p3 popping,1
530,left sude more underlying delta,1
529,pt talking not making sence,1
524,xx - artifact,1
522,pt not opening eyes on command,1
521,pt talking doesn't make much sence - dif,1
518,6'4?,1
468,not dizzy now,1
467,feels little dizzy,1
464,pt did not try,1
391,VERY NICE 9HZ PDR,1
435,seems a bit slow overall,1
425,clear throat and slight move of head,1
423,8***************************,1
416,"eo head midline, drowsy",1
395,will press c4 again,1
394,pt constantly moving - going to stop ann,1
393,pt constantly moving L arm,1
392,L ARM MVTS,1
390,CONSTANT MVT L ARM,1
461,non english ,1
389,ARM CONSTANTLY MOVING,1
388,L ARM MVT,1
387,MOVING L ARM,1
386,MUSCLE TENSION,1
385,"PT RESTLESS, MOVING ARMS CONSTANTLY",1
383,"ASKED PT TO RELAX WITH EC, BUT SHE SAYS ",1
381,"WILL PRESS C4, ALTHOUGH IMP GOOD",1
380,good efforts,1
437,ongoing slowing max left tempral,1
438,nodding head and talking,1
439,says she is sleepy,1
440,has been sleeping a lot latetly,1
460,says her right arm feels to be jerking,1
458,says she is thrist,1
457,able to squeez ebit worse with her right,1
456,right arm still tremnles a little bit at,1
455,left hand is a little better,1
454,right hand is the worst hand,1
453,while holding a cup,1
452,shaking of the arms,1
450,am going to alert the patient now,1
449,moving here a litttle bit,1
448,snoring a litte here,1
447,pressed both O's,1
446,left temporal is slow,1
445,moves head a little,1
443,light sleep?,1
442,mostly temporal,1
441,nil with the slowing,1
934,Lt Spike and wave,1
935,pt having pain in lt side of head an dow,1
936,P3 Sharp,1
1374,will do the reactive later,1
1390,no hv due to wellness - pt states he is ,1
1389,beta ++,1
1388,pt did not follow commands,1
1386,pt peek but not keep eye open,1
1379,ask pt to speed it up a little bit,1
1377,seplling last anem,1
1376,there is PDR,1
1375,a little anxious,1
1373,no withdraw to pain,1
1392,see ekg - PVC,1
1371,Nurse sudate pt at this point,1
1370,put fans on,1
1369,HFF15,1
1367,T 39.4 c,1
1366,coma pt,1
1362,pt woke up ,1
1358,record continues -stopped in error,1
1356,BUCE SMAPLE OF RT FRONTAL SHARP***,1
1391,spelling last nema,1
1393,ems there,1
1352,is this 14 &6,1
1414,"15 and 30, ",1
1424,will ask pt to relax again,1
1421,9-10HZ PDR,1
1420,Pt becomes extremely agitated to touch,1
1419,tech pointing fan directly at Pts head,1
1418,Pt is extremely sweaty,1
1417,Pt extremely sensitive to touch,1
1416,"Pt heavily sedated, but showing high tol",1
1415,EOG + A1/2 off,1
1413,how old are they?,1
1398,press P4,1
1412,two sons,1
1411,children?,1
1410,60 something,1
1409,how are you,1
1408,no sense answer,1
1406,1 to 10,1
1403,mv talking,1
1399,ask pt to relax his jaw,1
1355,gonig to keep eyes closed throughout for,1
1350,reapplied but woke pt,1
1288,seeing snow right now,1
1305,will do with this and alert pt,1
1317,and pt is talking about his past,1
1314,fair effort hv,1
1312,pt in and out of sleep,1
1310,pt legally blind,1
1309,"eyes closed throughout,",1
1308,eyse eopn,1
1307,so different pictures but still hallunci,1
1306,now is seeing the ceiling is chipped,1
1303,better PDR here with self alert,1
1321,rt side slowing,1
1302,having a 60Hz issue in this room today a,1
1301,intermitetn pops,1
1298,pt is blind so will leave lights on,1
1297,light down now,1
1296,can get 8Hz with alerting,1
1295,here 6Hz,1
1294,coperative and orietned,1
1293,having visual halluncinations throughout,1
1320,dont love this montage right now as has ,1
1322,rerub T4,1
1349,lost rt ear,1
1336,rt frontalcentral,1
1347,and again here,1
1346,* looks like 14&6 positive on the RT now,1
1345,rt fotnal spike,1
1343,slef alerts and return of emg,1
1341,head is slighlty left on neck roll,1
1340,is drowsy however,1
1339,going to try the CZ ref as not sure ears,1
1337,this looks like 14&6 normal variant,1
1335,slightly better background seen here,1
1323,fairly persistent rt slowing,1
1333,no HV due to hx,1
1332,is settling on own here,1
1331,can still appreaciate right side slowing,1
1330,hopefully will settle,1
1329,eek,1
1328,so much muscle here now,1
1326,aug 4th,1
1325,birnaby gen hospital,1
1425,ask pt to relax jaw and face,1
1427,L SLOW?,1
1430,OCT 26 OR 27,1
1539,is talking to his family about the head ,1
1553,breathing  on own ,1
1552,toe pressure - head moved - with drew le,1
1550,breathing on own with pressure assist,1
1549,pinching toe - withdrawal of limb and ar,1
1546,ok will alert again now,1
1545,awake and anxious,1
1542,mouth mvts here - tongue artifact,1
1541,moving again and talking to family,1
1538,abandon HV - just shy of 2mins,1
1555,bp 145/54,1
1537,says it gives him pain,1
1536,is saying he feels something in his head,1
1535,bck to head midline,1
1534,weird head mvts there,1
1532,fairly good if speak clear and slow,1
1531,STARTED HV,1
1530,smilig,1
1529,was slow with birthdate but that was cuz,1
1554,comas scale 8 of 15,1
1556,temp 36.3 oral,1
1433,phone stopped ringing,1
1585,checking EKG - was loose,1
1597,VERY BAD SONOUROUS BREATHING,1
1596,ROUSED WITH ELECTRODE PLACEMENT,1
1595,PT CALMS DOWN A BIT LATER IN TEST,1
1594,PT MOVING CONSTANTLY,1
1593,pt was coughing - brought water,1
1589,repositioned EKG leads,1
1587,going to walke up pt,1
1586,adjust t5,1
1583,wife stopping Pt from touching head,1
1557,head lyin gleft,1
1580,wife trying to restrain/comfort Pt,1
1578,Pt not complying,1
1576,asking PT to start,1
1573,SENS10 FOR HIGH VOLTAGE RECORDING ,1
1572,DIFFUSE THETA DYSRHYTHMIC - DROWSY THETA,1
1571,BUILDUP?,1
1563,stop  moderate effort,1
1558,head lyin g left,1
1528,fith,1
1527,day,1
1523,family in room to help with some transla,1
1451,set upIPS ,1
1472,a2 changed,1
1464,sweat swing,1
1463,tech pressing C3 electrode - noise,1
1461,decreased ekg sensitivity,1
1458,Lt Temp. Slow wave activity,1
1456,Right Temp. Slow wave activity,1
1455,openning eyes,1
1452,noddingf head,1
1450,will go witht his alerting and do some I,1
1519,BLINKING,1
1448,see PVS,1
1446,quickly,1
1445,returned to baseline quietly,1
1444,"drowsy, eyes closed head midline",1
1443,good overall effort for three minutes wi,1
1442,some mild increase in theta with good ef,1
1441,some head mvts but great effort,1
1435,Pt feeling nauseous,1
1473,check and change A2,1
1475,check A2 again and change electrode,1
1476,no hv due to age and stroke hx,1
1478,ekg there,1
1517,LATERAL EYES MOVEMENT,1
1512,EYE MOVEMENT ARTIFACT,1
1511,O1 ELECTRODE REPLACED,1
1510,PT MOVING EYES,1
1506,tech replaced F3 electrode,1
1503,turning EOG + EKG on,1
1500,stop unsuccessful - very poorly done,1
1493,no continues efforts,1
1492,stop  very poorly done,1
1490,26 OR 27,1
1489,RTEMP?,1
1488,residual build up,1
1487,ASK TO RELAX FACE AGAIN,1
1485,CLENCHING AGAIN,1
1483,CLENCHING JAW,1
1482,explai hv,1
1481,ems here with eys clsoed,1
1289,on a tree,1
1287,legally blind,1
937,LT side back of head and neck,1
1047,FOREHEAD ,1
1069,going to wake up pt',1
1059,AS PT CONFUSED?,1
1058,EYES CLOSED THROUGHOUT - DIFFICULTY W IN,1
1055,LEG TREMORS ,1
1052,SNORE ,1
1050,HE FORGOT HE WAS DOING TEST,1
1049,SORRY PT TOUCHING WIRES,1
1048,TOUCHING HIS HEAD ,1
1046,MOVED HEAD ,1
1072,hard to do,1
1045,VERY DROWSY ,1
1040,DO YOU KNOW WHAT TEST YOU'RE GETTING DON,1
1039,DO YOU HAVE ANY CHIDLREN,1
1036,VGH,1
1035,DO YOU KNOW WHERE YOU ARE ,1
1034,HOW ARE YOU FEELING ,1
1033,TOUCHING FOREHEAD ,1
1029,TURNS HEAD TO LT ,1
1070,pt is hard to wake,1
1073,pt refused to HV,1
1027,SNORES ,1
1112,moving toung around,1
1132,taking A1/2 off,1
1130,Rq,1
1129,twitched,1
1127,C3 Pop,1
1123,relaxed mouth,1
1121,mu confirmed.,1
1117,supine - head midline - ec,1
1115,intermittent jaw muscle,1
1108,moving under blanket,1
1074,pt making funy face,1
1107,techgetting pt blanket,1
1105,"likely mu, will test at end",1
1103,no HV due to age/cold,1
1097,supine - head midline  ec - awake,1
1096,hea d middle,1
1095,pt said he wants go washroom,1
1088,going eo wake up pt,1
1087,EYE MOVMENT,1
1028,SELF-ALERTS ,1
1026,SMALL HEAD MVT,1
1286,pt is 88yrs old,1
947,checking placement,1
967,will try to move eog2,1
966,underlying rt delta,1
965,rhythmic sharply contured theta rt,1
964,emg in frontal,1
960,pdr ranges from 7-8 at best maybe 9,1
957,switched i and d,1
955,mild bitemp delta dys?,1
954,spell firstname bk,1
946,tap eog2,1
974,pushed p3,1
945,NOT spikes,1
944,LT sided Spike,1
943,feeling pain on LT side of head,1
942,LT Spike,1
941,"feels like ""Shivers"" on LT side of head",1
940,pain on LT side,1
939,C3 P3 Spike and wave,1
938,tech moving bed up,1
968,can see brow is slightly furrowed,1
976,diffuse theat,1
1024,SEEMS VERY DROWSY ,1
989,delta gen,1
1023,MOVE HEAD,1
1022,BIT OF SNORING ,1
1018,LET PT REST FIRST ,1
1005,13,1
995,rt?,1
994,bitemp delta dys,1
992,rhythmic theta L central,1
991,dont think pt willl slp though,1
988,noisy hall,1
978,room light sdown,1
987,drowxy?,1
986,rt delta dys,1
985,rhythmic theta in cz,1
984,emg in fp,1
983,bitemp delta mild,1
982,mild rt dys,1
981,rt dys,1
980,raise eyesbrows,1
1133,head lifted completely off bed,1
1135,head constantly bobbing,1
1138,will organize room,1
1230,Directly on L sided leads,1
1244,"Episode over, but hand is still shaky",1
1241,Pt's R arm starts shaking; R hand flappi,1
1240,tech fixing T6,1
1237,Pt able to talk during episode,1
1236,Pt's R arm shaking; hand flapping agains,1
1235,L hand under L head,1
1234,Placed L hand under L head,1
1231,ead moving with respiration,1
1229,Now lying completely flat on L side,1
1249,Tech aborting photic,1
1228,Pt appears to be in some discomfort,1
1227,thythmic chin mv,1
1225,rhythm chin mv,1
1224,release the jae,1
1223,chin being hold,1
1222,head mi,1
1220,helper is holding the chin to stable,1
1219,jaw mv continue,1
1247,Pt's arm starts shaking again,1
1250,Pt's head continously shaking,1
1139,moving yawning,1
1267,Dilantin drip started,1
1284,talkative,1
1280,reapplied the ear,1
1279,Pt asking tech if he 'slept on the way o,1
1278,Pt has gotten out of restraints,1
1277,Pt trying to undo restraints,1
1274,not understanding,1
1272,extending right arm,1
1269,adjusting Pz,1
1265,nurse preparing Dilantin IV,1
1251,granddaughter holding Pts head by the ch,1
1264,eyes deviating upward,1
1262,clap,1
1260,Touching feet,1
1259,PROPOFOL was discontinued 15 minutes ago,1
1257,head stopped moving,1
1256,heaad starting to move back and forth,1
1254,head continues to move,1
1253,continous head movement,1
1217,rhythm jaw mv continue,1
1214,now mv continue,1
1213,teck hold pt's mouth  still for a while,1
1159,blinking ++++ due to dry eyes,1
1167,"kicking feet and laughing, raising head ",1
1166,yawning and moving again,1
1165,+++ eye mvmts,1
1164,encouraging to stay still,1
1163,mvoing around again,1
1162,talking about laying on side,1
1161,encouraging pt to relax and keep eyes cl,1
1160,squinting and moving mouth,1
1158,ec yawn,1
1212,going to do reactive test at the ends,1
1157,lack of tears,1
1156,eye bothering him,1
1154,saying it is hard to keep eyes closed,1
1148,moved head of bed up,1
1147,"will get pt blanket, be right back",1
1145,moving body,1
1144,encouraging pt to relax and stop moving,1
1140,wiggling feet,1
1170,yawn and swallow,1
1173,will record a few more minutes of sleep ,1
1174,moving head up,1
1176,explained HV procedure,1
1211,pt's hearing is not good,1
1210,relax mouth,1
1208,swaloow,1
1206,eyemvmnt,1
1205,Great EFFORT during HV,1
1201,Start Post HV,1
1200,END HV,1
1198,will need to alert again soon,1
1197,"moving, getting comfortablt",1
1196,scratch head there,1
1193,child singing outside,1
1189,Left finger nail,1
1185,son holding Pts hands,1
1183,"moving face, rubbing eyes",1
1180,moving head and rubbing eyes,1
1179,pt breathing normaly now,1
1178,pt last ate dinner last night,1
2759,tech checking P3/4,1
2763,pressed on P4,1
4871,WHOLE BODY TREMORS ,1
4168, nurse call name,1
4179,movt,1
4178,spont movts,1
4177,touch and call -no apparent arousal or r,1
4175,legs twitchy at times,1
4174,movts -frowns,1
4173,res,1
4171,spont movts-frowns,1
4169,pain stim rt hand ,1
4167,call -facial movts,1
4181,call-no response,1
4166,no visible response,1
4165,movts legs-call name,1
4164,movts legsa,1
4161,sl head movts,1
4160,semicoma-resps on own,1
4159,HEAD TO LEFT - ARMS/LEGS SHAKING,1
4156,technically unsatisfactory,1
4155,is all movt artifact,1
4180,mocts-sl twitchy,1
4182,movts lt arm,1
4153,says she is tired now,1
4194,given,1
4205,moved pt head ,1
4204,pt asked to open mouth,1
4202,pt not following commands,1
4201,lots of muscle activity,1
4199,pt tried to open eyes on demand,1
4198,open eyes on demand,1
4196,will wake up pt now,1
4195,rhythmic tremor around the mouth,1
4193,nurse giving 5 mg morphine,1
4183,lt hand movts,1
4192,movts-,1
4191,"check P3, O1",1
4190,e 1/2 o -not focussed. Rt open more.,1
4188,check left side leads,1
4187,movts e 1/2 o,1
4186,movts lt shoulder /leg,1
4185,eyes partlly open,1
4184,lt hamd,1
4154,will just conitnue ,1
4151,is all blinks,1
4208,head to the lt,1
4108,non responstive,1
4121,not willing to get all the wires on,1
4120,extremely difficutl pt,1
4118,stop HV MODERATE EFFORT,1
4117,kicking at sheets,1
4116,Pt kicking at sheets,1
4112,sens keep 5,1
4110,eye closed sponta.,1
4109,not following instruction,1
4107,pt kept her eye open,1
4123,lifting,1
4105,going to fix T6,1
4103,getting restless,1
4102,Pt wants to end test to go to washroom,1
4101,fair effort throughout - very drowsy,1
4100,fair effort - very drowsy,1
4098,variety of different electronic bursts i,1
4097,falling back to sleep here again,1
4096,grimacomg and moving,1
4122,and is not,1
4124,no eog or ekg on,1
4150,so will just complete another minute,1
4138,sit pt up in the bed,1
4149,but eeg is technically unsatisfactory,1
4148,background seems within normal limits,1
4147,this is not going well,1
4144,will just get a 10minute EEG,1
4143,but is also not cooperative,1
4142,not able to tell me the year,1
4141,and know she is in burnaby hospital,1
4140,birthdate is correct,1
4137,pt says she wants to go,1
4126,got what I could on the head,1
4136,pt is moving and talking,1
4135,is reactive and symm,1
4134,at least got 9Hz PDR,1
4133,will attempt to not speak to pt and see ,1
4132,lots of mvts,1
4131,a bit of a disaster,1
4128,keeps asking how long,1
4127,is not coopeartive,1
4207,hff 30 hz,1
4209,pt very tense - unable to relax,1
4340,"checked connections, turned photic power",1
4292,head to left again,1
4302,unlpug bed,1
4301,pt is snoring - no apparent apnea,1
4300,pt says she is drowsy,1
4299,electrode pop at F8,1
4296,attempt photic,1
4295,hand touching forheas,1
4294,difficult as cant interact with pt,1
4293,head is left here now,1
4291,head rt again,1
4308,artifact rt temp,1
4288,can not interact with pt at all,1
4285,complete language barrier,1
4284,pt doesn't follow any commnads - as does,1
4283,this is going to be very difficult,1
4282,NO ENGLISH.....,1
4281,move and peeks at me,1
4279,pt is counting down,1
4278,ask pt count down,1
4304,BLINKING WITH EYES CLSOED,1
4309,jaw twitch,1
4274,stop mooderate effort,1
4323,niosy from construction,1
4337,Pt is very drowsy - fell asleep during s,1
4336,EOG and A1/2 off,1
4335,hv 1/2 nin,1
4332,pt stretching ,1
4330,going to filter,1
4328,is mu,1
4327,lauighing,1
4325,will alert now though,1
4322,is anxious,1
4311,wifggling fingers,1
4320,remind pt to keep still and realxed,1
4319,"talking, finding the electrodes itchy",1
4318,moves and scratches,1
4316,scratches near F8,1
4315,scratches,1
4314,god effort continues,1
4313,scratching near F8,1
4312,looks like my,1
4276,ask pt questions,1
4273,awallow,1
4210,pt very tense- unable to relax or follow,1
4225,that was name clap and passive eo ,1
4238,did oipen them that time,1
4237,mouth quivering and some blinking with e,1
4236,pain left toe,1
4235,maybe some mvt,1
4230,and before that trap pinch,1
4228,actually do centrl pain first,1
4227,sighed,1
4226,will do pain x 4 limbs,1
4224,although background seems ok,1
4240,with a lot of coaxing,1
4223,will attempt to alert here first,1
4222,pt unreaponsive,1
4220,tied ears for the ekg contamination,1
4219,background is 8Hz,1
4218,started about 30mins ago,1
4217,pt compltely unresponsive,1
4214,pt getting drowsy during set up,1
4211,very tense - unable to relax,1
4239,now eyes clkosed,1
4241,I think T5 is bad ,1
4272,photic doesnot work,1
4258,Propofol turned off 16 minutes ago,1
4271,p3pop,1
4270,c3pop,1
4267,rmtd looking,1
4266,pt is resting quilety,1
4264,some ekg cntam and beta,1
4263,extensive vasc history,1
4260,nurse restarting propofol,1
4259,intubated obtunded,1
4256,is ems,1
4243,this is very focal..... not sure if real,1
4255,head is still right,1
4254,full spont mvt and readjust body,1
4251,eyes remains closed,1
4250,"mouth mvts, and head side to side",1
4247,mouth mvts and swallos,1
4246,mvoing head side to side,1
4245,now eye closing again,1
4244,so now sustained eyes open afer that pas,1
4095,"considering, did get some nie background",1
4094,difficult overall EEG,1
4093,abandoning all activations,1
3916,says she is ok,1
3929,tugging on ear vigorously,1
3928,scratching ear ,1
3926,Pt is confused and unable to follow inst,1
3924,scratching ear again,1
3923,vigorously scratching ear,1
3922,A1 back on - was off,1
3918,snores',1
3917,seems to be settling here now,1
3915,got very uncomfortable there for a secon,1
3936,Pt moving head side to side,1
3913,a bit of temp slowing,1
3910,march 4th 2018,1
3908,switched lead again,1
3907,tech replaced A2 wire,1
3906,more awake and alert again here,1
3902,nioeses,1
3898,T6 ARTIFACT LEAVE FOR NOW AS TEST FINISH,1
3893,INCREASE TO SENS5,1
3934,wife asking Pt not to grind teeth,1
3937,wife trying to hold jaw open,1
3890,EXCELLENT EFFORT CONT,1
3954,LOTS OF TONGUE MOVEMENT AND ARTIFACT,1
3963,SNORING?,1
3962,SLIGHT MOANING,1
3960,LIGHT SNORING ,1
3959,FRONTOCENTRL BURST,1
3958,TONGUE ARTIFACT AGAIN ,1
3957,FRONTOCENTRAL DELTA?,1
3956,PRESSED ON O1/O2 ,1
3955,MOUTH MVT - TONGUE ARTIFACT PICKED UP IN,1
3953,SEE VIDEO ,1
3938,wife trying to open mouth,1
3950,TRANSVERSE FOR SLEEP,1
3949,V-WAVES,1
3948,ALERTING AT THE END ,1
3947,WILL LET PATIENT REST FOR NOW AS HE SLEP,1
3946,mocing,1
3944,Pt in powered wheelchair,1
3940,reseting quietly,1
3939,excellent,1
3892,ADJUSTING TO SENS5,1
3885,9-ISH,1
4092,jan 4th,1
3842,forcefully exhaling again,1
3857,seesm like i have some ekg contaminatin,1
3854,will go fix O1,1
3853,head is left lying on left side,1
3852,pt ec spon,1
3847,leg twiches,1
3846,light snoring/heavy breathing,1
3845,forceful exhalation ,1
3844,rudimentary spindles?,1
3839,twiches - hypnic jerks?,1
3859,will fix this,1
3838,clinically asleep?,1
3837,twtices,1
3835,asking pt to try and relax face,1
3834,sen 7,1
3833,forceful exlahation,1
3832,cannot adjust camera to get R hand,1
3831,pt at times has twitching hands,1
3830,forceful exhalation again,1
3858,but a porr ekg reading,1
3860,suctioing pt here,1
3884,HOW MANY HRS OF SLEEP LAST NIGHT?,1
3874,persistent frontal emg,1
3883,ORANGE JUICE ,1
3882,JUST HAD AMUFFIN ,1
3881,LEFT HANDED,1
3880,LINKED EARS FOR EKG ARTIFACT,1
3879,eye open on request,1
3877,comatose/obtunded,1
3876,was able there to open eyes breifly when,1
3875,am going to speak with pt here,1
3871,comatose and traached,1
3861,causes pt to cough,1
3869,"might be a bit better now, some faster c",1
3868,last eeg showed dys grd 3,1
3867,family is at beside,1
3866,oh sorry MAP is 71,1
3865,MAP is 50,1
3864,ekg is beter now,1
3863,pt is trached,1
3862,eeg reactive to stim there,1
3964,SLIGHT SNORING ? ,1
3965,TONGUE ARTIFACT ,1
3967,BRIEFLY ON AVERAGE REF ,1
4057,pt has significant pain,1
4066,may have found a good position ,1
4065,a bit stiller now,1
4063,head is wrapped to help,1
4062,lying on her right side,1
4061,eyes are sort of closed,1
4060,and can't stay in any one position,1
4059,pt with significant pain,1
4058,is trying to get comfy.....,1
4055,rubbing his eye,1
4068,"am not going to do HV, was hard enough t",1
4053,great overall effort for 3ins,1
4052,continues great effort,1
4050,continously blinking,1
4049,still blinking,1
4048,camera is now tight to the eyes,1
4047,pt asked to stop,1
4045,chamged O1,1
4043,"swallows, slef alerts",1
4067,has friend by her side on the bed,1
4069,and also pt has a very significant issue,1
3968,ALERTING HIM NOW ,1
4082,"seems tired, but also in a lot of pain",1
4091,movin and grimacing,1
4090,movin arm,1
4089,drwosy again,1
4088,now is lying completely on her left side,1
4087,has a hard time staying still and lying ,1
4086,unsure why pt even came for the test,1
4084,is still mving through,1
4083,now we are lying completely on the left ,1
4081,so frontal polar artifact,1
4070,noise woke pt,1
4080,rubbing her eyes,1
4079,still lying on her right side,1
4078,"grimacing in pain, and is moving",1
4077,is moving and very uncomfortable,1
4076,significant pain in her lower back,1
4075,moving left hand,1
4072,"sighs, self alerts",1
4071,will let her sleep and do all th alertin,1
4042,SSS rt,1
4040,tech away briefly there,1
4033,ASLEEP-SEDATED,1
3981,right side underlying delta,1
3992,tech pressing t4 t6 applied well,1
3990,movement eo,1
3989,right sharps?,1
3987,right continues to be slow,1
3986,right side shows sharps/spikes,1
3984,right side shows significat slowing,1
3983,supine - head slight lfet - ec - awake,1
3982,right side showes more delta/theta freqe,1
3979,rigth side significantly slower then lef,1
4032,PT WIFE TALKING TO PT,1
3978,pt supine - head midline - ec - awake,1
3977,ALMOST FINISHED HERE ,1
3975,BIT OF EYELID FLUTTER ARTIFACT ,1
3973,WHAT TIME APPROXIMATELY ,1
3972,OCTOBER 20 ,1
3971,WHEN IS YOUR BIRTHDAY? ,1
3970,TUESDAY CORRECT ,1
3969,WHAT DAY OF THE WEEK ,1
3993,assymetry continues,1
3994,some sway in t5,1
3995,tech pressing t5 - pt lying on it a litt,1
3996,supine - head slight left - ec - awake/d,1
4031,LT ARM PAIN STIM,1
4030,RT ARM PAIN  STIM,1
4024,ASLEEP- SEDATED,1
4022,"sorry, photic is not working",1
4021,Pt falling asleep,1
4020,still seems drowsy,1
4018,counting in head,1
4017,count by 5s,1
4016,movement and swallow,1
4015,going to turn lights on,1
4012,rubbed head,1
4008,low voltage recording,1
4007,most of 60Hz is gone,1
4006,bed unplugged,1
4000,pinching great toe on right - minimal mo,1
3999,assymetry continuse,1
3997,left frontal beta,1
4338,lying directly on right temporal leads,1
4342,manual photic stim works,1
2764,this is all jsut muscle,1
4701,says he has a bit more brightness in rig,1
4715,will zoom in camera on eyes ,1
4714,placing blanket over ,1
4713,excellent effort overall ,1
4712,to try to see if we can see a pause ,1
4711,tell him to start clapping now ,1
4708,what did i say,1
4703,will do HV ,1
4702,and now a bit of blurriness ,1
4699,did you feel anything unusual,1
4717,very subtle eyelid twitch?,1
4697,setting up PS light ,1
4696,**TAG** NIL TO NOTE ,1
4694,linked ears montage for ekg contam,1
4692,O2 right on borderline will leave for no,1
4691,resume study,1
4689,replace A1,1
4687,extremely tense - little English,1
4679,sometimes little blips of slow alpha var,1
4716,very subtle eyelid twitch?? ,1
4718,very sbutle eyelid twitch?,1
4676,supine- head midline - ec - drowsy,1
4731,pt taling,1
4741,could not get rid of it.,1
4740,still msucle,1
4737,feels like someone is squeezing her hand,1
4736,press CZ,1
4735,and top part of hand,1
4734,right now numbness is in middle finger,1
4733,pt says mubness comes and goes,1
4732,pt has numbness she says,1
4730,hand feels restricted,1
4719,decreasing to sens15,1
4729,hand feels tight,1
4728,CZ pressed,1
4727,going to press CZ,1
4726,still some ekg artifact,1
4725,some 60hz going to unplug bed,1
4724,husband touched hand back there,1
4722,small subtle eyelid twitch,1
4721,tech tapping table -make noise ,1
4678,ei,1
4673,supine - head midlie - ec - awake,1
4744,no HV due to pt's coughing/frailty,1
4629,head mid ,1
4644,excessive theta,1
4643,tech pressing frontal electrodes - appli,1
4642,central/anterior beta,1
4641,theta noted,1
4639,1996,1
4638,16 august,1
4636,bp 146/61,1
4634,temp 39.1,1
4628,eye eletrodes fall,1
4647,foot tiwtch,1
4627,O2 is resp. artifact,1
4625,tech unable to get photic lamp to work,1
4624,photic lamp not working properly,1
4622,noises outside room,1
4620,ligt sleep,1
4617,pt head slightly left,1
4616,p4 looks good,1
