,annot,count
50192,hint given,1
50191,g,1
50190,fish,1
50188,eagle,1
50186,"PT PAUSES, LOOKS DIZZY",1
50185,"PT BLOWING HARDER NOW IF ANYTHING, +++GO",1
50184,TELL PT HE CAN BLOW LIGHTER IF HE NEEDS ,1
50183,WILL DO WITH PINWHEEL FOR MAX EEFFORT,1
50162,WILL NOT ASK TO COUNT AGAIN DUE TO SHORT,1
50161,FROWNING SLIGHTLY,1
50160,1981,1
50134,PT ON RIGHT SDE,1
50132,GIVING PT KLEENEX,1
50131,PT ON RT SIDED,1
50130,CARETAKER TALKING O HER,1
50129,PT DOESNT FEEL SLEEPY,1
50128,HOW OLD,1
50127,t4 still popping abit,1
50125,t4 popping abit,1
50124,a1 art,1
50123,check t4,1
50121,able t ocount correctly,1
50120,doesnt rmember,1
50119,asking for help,1
50118,doesnt remember,1
50115,checking O1 O2 electrodes,1
50114,Turned head back to the right,1
50133,SENS 1,1
50135,ASK CARE TKAER TO WAKE PT,1
50159,MAY 24,1
50136,RESPONDED THIRD TIMR,1
50158,WHERE ARE YOU>?,1
50156,DONE WITH SUCTION,1
50155,PT TALKING],1
50153,MOVING L LEG,1
50152,HEAD SLIGTLY R,1
50150,MOVING R ARM,1
50149,PT MOVING LEG,1
50148,PT MOVING L LEG,1
50147,PT SAYS SHE CANT BREATHE,1
50146,DROWSY ???,1
50145,PERSISTENT DIFFUSE SLOWING,1
50143,NOTCH FILTER ON EKG AND EOG,1
50141,NURSE FIXING PRONGS,1
50140,TECH TOUCHING A2,1
50139,NO HV DUE TO STATE,1
50207,HED MVMT,1
50208,DAD IS WITH PT,1
50210,PT IS CALM ,1
50276,seen on O1,1
50274,techb touching wires,1
50273,pt family at bed side,1
50271,pt extremely sleepy,1
50270,have pt bring hands down,1
50269,Checking O2,1
50268,MAY 11 2018,1
50267,"CARE GIVER DEMANDS SHE STOPS, PT LISTENE",1
50266,"THIS IS HER ""SEIZURE""",1
50264,TYPICAL ?SEIZURE,1
50263,RESISTING PASSIVE EO,1
50262,SHAKING PT ASKING TO EP,1
50261,KEEPS ASKING,1
50260,CARE GIVER ASKING TO EO,1
50259,BI FRONTAL SHARPLY CONTOURED**,1
50257,BIFRONTAL SHARPLY CONTOURED,1
50275,head movement with resps,1
50277,60HZ notch on,1
50255,SOME DIFFICULTY WITH COMMANDS,1
50278,Head movement with resp,1
50298,rt leg started,1
50297,starting painful stim,1
50295,checking left side,1
50294,tech notice pt sweaty,1
50293,scrubbing,1
50292,reapplying wires,1
50291,tecch rescrubbing,1
50290,fixing wired,1
50289,tch touching wires,1
50288,t6 off earlier],1
50286,head movement with resp,1
50285,placed head roll under neck,1
50283,Hea movement with resp,1
50282,Pt aggitated,1
50281,Nurse giving BP meds,1
50256,UNDERLYING GEN SLOW?,1
50252,YAWNIONG,1
50211,PT IS SWEATTY,1
50233,last name?,1
50230,DROWSY +++,1
50229,STILL FAST ASLEEP,1
50228,ROCKING PT,1
50227,DAD ROCKING PT,1
50226,DAD KNOCKING PT AROUND,1
50225,DAD RUBBING PT'S CHEST TO WAKE PT UP,1
50222,DAD IS MOVING OFF OF BED,1
50221,DAD IS MVMT,1
50219,VIDEO STILL PLAYING,1
50218,DAD TRYING TO CONSOLE PT,1
50217,SCREAMINING,1
50216,"EYES ALMOST CLOSED, WATCHING VIDEO",1
50215,DAD WIPING FACE,1
50214,WILL N OT DO HV OR PHOTIC,1
50212,"DAD WITH PT, CONSOLING PT",1
50231,NOISY - DRILLING FROM ABOVE 4TH FL,1
50234,chilliwack,1
50251,PT TURING ONTO HIS SIDE,1
50235,ag,1
50250,sctracthing arm,1
50249,lying on r side,1
50248,pt rolled ont to R side,1
50247,talkking,1
50246,atretch,1
50245,rub eyee,1
50244,rotating wrist,1
50243,fgrontal beta+,1
50242,Pt has hip injury -- expect lots of leg ,1
50241,leg*,1
50240,let mvmnts,1
50239,good effort hv no changes seen,1
50238,"sorry, pressing f2 for ec -- not used to",1
50237,frontal beta+,1
50236,arm mvnts,1
50474,PUASING,1
50476,yawb,1
52286,NURSE TRYING TO WAKE PT,1
50732,HEAD MOVMEENT,1
50739,HEAD ;EFT,1
50738,REPOSITION LAMP,1
50737,TECH REPOSITIOING LAMP,1
50736,GRIMACINIG,1
50735,Eyes Closed SPONT,1
50734,LYING ON LEFT POSTERIOR TEMP ,1
50733,EYE SCLOSED SPONT,1
50731,EYES CLOSE SPONTANEIOUSLY,1
50673,?RT SLOWER THAN LEFT,1
50729,STILL NO WELL DEV PDR,1
50728,TECH SAYS THINK OF BIG CAT,1
50727,HORSE\,1
50726,IDK NAME SHE SAYS,1
50725,27 OR 28,1
50724,MUSCLE SPIC,1
50723,set u pISP,1
50741,LIFTED HEAD OFF ROLL,1
50742,EYES OPENING AND CLOSING SPONT,1
50743,"EYES CLOSED, SELF ALERT",1
50744,SELF ALERT EYES OPEN SPONT ,1
50762,RESCRUBBED O2,1
50761,REAPPLYING O2,1
50760,REQUEST,1
50759,GRIMACIMG,1
50758,HEAD MOVING LEFT,1
50755,EYES OPEN SPNT,1
50754,EASK TO CLOSE EYES,1
50753,HEAD UP OFF ROLL,1
50752,HEAD LEFT LYING STILL,1
50751,EYES CLSOED SLEEP,1
50750,HEAD ON LEFT ,1
50749,FP2 5.2K O2 5.6K,1
50748,SLEEP DROWSY TRANSITIONS,1
50746,TWITCHING IN LEGS,1
50745,HEAD LEFT SYPINE,1
50722,"dec 8th, 2017",1
50721,TWO INCREASES,1
50720,JULY 13,1
50696,head on chin,1
50694,"chin resting on chest, head left",1
50693,"chni resting on chest, head slightly lef",1
50689,head leaning foreward,1
50688,touching forehead,1
50687,leaninf foreward resting chin on chest,1
50686,head leadning foreward,1
50685,hello,1
50684,resting head on left hand,1
50683,head drooping forward,1
50682,pt seated in wheelchair,1
50681,tech touching O2,1
50680,"PG1 INCR'D, REST UNDER 5",1
50679,SLIGHTLY IRREGULAR EKG HERE,1
50677,SET UP HPOTIC,1
50676,TALKING ABOUT HEADACHE,1
50695,dfinished checking leads,1
50697,wiping face with sleeve,1
50719,HAD TO REAPPLY,1
50699,Pt wiping nose,1
50718,WILL PRESS NOW THAT SPINDLES,1
50717,P4 PROBABLY LOOSE,1
50716,EMG SPICS?,1
50715,DROWSY SLOWING COMING THROUGH?,1
50714,+++BETA ,1
50712,9-4,1
50711,10+5,1
50710,DIFF BETA THROUGHOUT,1
50709,UNDERLYING DRIVING 3 HZ  ,1
50708,TUESDAY - CORRECT,1
50707,FEB ,1
50706,july 7 - correct,1
50705,ryrd str oprn,1
50703,refusing to close eyes,1
50700,caregiver trying to get pt to close eyes,1
50763,O2 5.6,1
50765,ATTEMPTING 5 MINUTES HV,1
50766,WIPNG FACT,1
50825,WANT TO ALERT... BUT DONT WANT SPASMS TO,1
50823,***ASK PT TO ASK TALKING**\,1
50822,G PT TP STOP TALKING,1
50821,GETS BOTOX FOR LEFT FACIAL TENSION NORMA,1
50820,HAS FACIAL NERVE DAMAGE,1
50819,asking about EMG,1
50818,RIGH HAND,1
50817,STATS RISING,1
50816,LOOKS LIKE A DEFINITE SPIKE HERE,1
50815,STARTING TO LOOKS VERY SHARP NOW?,1
50814,MIDAZ OFF NOW TOO,1
50813,MIDAZ DOWN TO 8 FROM 10,1
50812,TAKING PPF 100 OFF,1
50811,GIVING ROC,1
50810,GVIIGN 50MG OF ROC,1
50809,NURSE ASKING FOR ROC,1
50824,SET TENSE,1
50826,"LETTING HER STAY DROWSY, BETTER THAN THE",1
50807,ASKING FOR ROC?,1
50827,will get neck roll,1
50843,TWITCH LEFT SIDW,1
50842,FOOT MOVEMNTS,1
50841,"EYES CLOSED, LIGHT SLEEP",1
50840,SUBTLE TWITCH,1
50839,BODY TWITCH LEFT SIDE,1
50838,"R-EOG HAD FALLEN OFF, REAPPLIED",1
50837,GOING TO REAPPLY EOG,1
50836,PAT RESTING QUEITLY,1
50835,SECOND BLANKET ON PAT,1
50834,MOVIONG,1
50833,ALL <5K,1
50831,OPENS CLOSES MOUTH,1
50830,SUGGESTING TO DO IN OUT THRU MOUTH,1
50829,patient is sitting in wheel chair,1
50828,1995,1
50808,TURNING SEDATION OFF SOON,1
50806,tese,1
50767,PT SAYS HE WANTS TO GO HOME NOW,1
50785,low volt record,1
50783,LOTS OF LT TEMP THETA,1
50782,PT PULLING UP BLANKETS,1
50781,PT SAT UP AND RUBBING HEAD,1
50780,PT SAYS EVER SINCE SHE STARTED A NEW MED,1
50779,PAIN IN HER HANDS. ,1
50778,PT SAYS SHE IS FEELING LOTS OF PAIN,1
50776,DROWSINESS ,1
50775,9-10HZ AT BEST,1
50774,?RT F-T VS SWEAT ARTIFATC,1
50773,?BITEMP,1
50772,?DROWSY VS BITEMP,1
50771,? RT F-T,1
50770,NECK ROLL POSITIONED,1
50769,WILL PUT NECK ROLL IN,1
50768,? LT FRONTOTEMP,1
50784,pt has oxygen tube,1
50786,R cp el popping,1
50805,half open,1
50787,will check R CP,1
50804,??snoring,1
50803,Pt was able to very lightly squeezed,1
50802,Asking pt to squeeze tech's hand,1
50801,Motor response,1
50800,Open eyes,1
50798,Pinching,1
50797,Shaking pt to get awake,1
50796,Callikng pt,1
50795,pt says it ameks her feel sick to her st,1
50794,pt says it makes her sick,1
50793,ec head mid reting quietly awake,1
50792,pdr reactiv,1
50790,12 dr,1
50789,checked on c4,1
50788,c4 secure,1
50674,PT NOT OFLLOWING COMMAND,1
50671,movig,1
50477,??START OF TRIPHASICS?,1
50536,TUEDAY MAY 29 2018,1
50545,fixed EKG lead,1
50544,SCREAMING CHILD NEXT FOOR,1
50543,NROMALLY,1
50540,CPRECT,1
50539,HOLIDAY,1
50538,L EOG OFF AND L SP IMP HIGH BECAUSE L FA,1
50537,STILL LYING ON LEFT SIDE,1
50535,PT RESTLESS CRYING WANTS TO LEAVE,1
50670,che,1
50533,PT SAYS SHE CAN'T KEEP EYES CLOSED,1
50532,PT EASILY UPSET AND CRIES.  DOESN'T WANT,1
50531,ENCOURAGE BRATHE NORMALLY,1
50530,GOD START,1
50529,encourage relax and keep still,1
50528,STRETCHIN,1
50527,FEET MVMNT,1
50547,PT IS QUITE DROWSY ,1
50548,tech asks pt to move head back to centre,1
50550,TURNED HEAD SLIGHLY LEFT,1
50551,MIGHT AS WELL KEEP PT ALERT NOW,1
50568,PT FINALLY CLOSES EYES,1
50567,TECH ASKED PT TO KEEP EYES CLOSED - PT O,1
50566,"PT FINALLY UNDERSTANDS WHAT ""OPEN"" MEANT",1
50565,"AGAIN, PT DOESN'T OPEN EYES BUT CLOSES E",1
50564,PT CLOSES EYES MORE FIRMLY,1
50562,"PT DOESN'T OPEN EYES, HE CLOSES EYES MOR",1
50561,STARTING PHOTIC AGAIN,1
50559,PT REFUSING HV,1
50558,gen frontal max dys sharply contoured,1
50557,looks contaminated,1
50556,OUTLAST POST HV,1
50555,PDR 9 HV,1
50554,T3 SECURED,1
50553,LT TME,1
50552,WILL TURN LIGHTS ON FURTHER,1
50526,? fragment spike/wave,1
50525,fragment spike/wae?,1
50523,L frontal sharply contured theta,1
50499,PT HAS RAISED HER ARMS SLIGHTLY,1
50497,RT F-C MAX SLOW?,1
50496,ASKING PT TO CLOSE EYES - PT DOESN'T RES,1
50495,NURSE AT PUMP TO STOP BEEPING,1
50494,R>L?? HEMI SLOW,1
50492,R>L HEMI SLOW??,1
50491,MORE SLOW ON RT??  RT F-C-T,1
50490,BEEPING IN BACKGROUND,1
50488,MUSLE,1
50487,HR 82,1
50486,???TRIPHASICS,1
50485,START OF TRIPHASICS??,1
50484,PLACEMENT OF C3 CORRECT,1
50483,EMG IN C3,1
50482,HR 78,1
50479,???START OF TRIPHASICS,1
50498,NON RESPONSIVE EYES OPEN HEAD MIDLINE EE,1
50502,MOVING LT LEG,1
50522,? L FT focal spike,1
50503,LIPS TREMBLING AFTER COUGHING,1
50520,OVERALL HV GOOD EFFORT W/ OCC STOPS,1
50519,TECH PUTTING BLANKET ON PATIENT,1
50518,CONTINUING A LITTLE LONGER,1
50517,NO SW,1
50516,ALERT AND ORIENTED,1
50513,RELEASE EYE LIDS - PT OPENS EYES,1
50512,R F-T-C MAX SLOW??,1
50511,ASK PT TO CLOSE EYES - DOESN'T CLOSE EYE,1
50510,"NONRESPONSIVE, NONVERBAL",1
50509,RELEASE EYELIDS - PT OPENS EYES,1
50508,ASK PT TO CLOSE EYES - DOESN'T DO IT THI,1
50507,PT TOUCHED HER FOREHEAD,1
50506,R F-T MAX SLOW??,1
50505,"NON RESPONSIVE, NON VERBAL",1
50504,PT TRIED TO PULL OFF ELECTRODE,1
50569,PT OPENS EYES BECAUSE HE THOUGHT TECH SA,1
50571,F7-T3 SPIKE???  SSS??,1
50572,"BAD REFERENCE, WILL CHANGE",1
50648,ENCOIURAGE,1
50645,PT OPENED EEYS TO NOISE,1
50644,OPENED EYS BREIFLY,1
50643,FP1 SHARP,1
50641,F8 THETA /  ?F4 SHARP,1
50639,RT F-T THEN LT F-T MAX SLOW,1
50638,F7 SPIKE AND SLOW WAVE,1
50637,L F-T MAX SLOW  --- ?F7 SHARP,1
50636,?F4  ?T3 SPIKES,1
50635,L F-T THETA VS SHARP,1
50631,intercom noise,1
50630,chewing on respirator tube,1
50629,"T6 STUFF STILL THERE WITH EYES OPEN, NOT",1
50628,NOTCHY ALMOST LIKE A SLOW ALPHA VARIANT,1
50627,PT DROWSY DURING SET UP ,1
50626,T6 MAX?,1
50646,?F8 AND C3 SPIKES- THEY DON'T QUITE PHAS,1
50649,EYES OPEN EYES CLOSED,1
50624,STOPPED            NOW COUNTING BACKWARD,1
50650,PT OPENED EYES AND LIFTED HEAD OFF PILLO,1
50667,still fluttering,1
50666,eyes fluttering and jaw shaking,1
50665,still fluterinh,1
50664,eeys fluttering,1
50663,eyes fluttering very fast,1
50662,eyes flutttering,1
50661,TECH STANDS TO PT'S LEFT SIDE AND ASK PT,1
50660,ASK AGAIN - PT DOESN'T CLOSE EYE AS REQU,1
50658,CALL PT'S NAME - PT OPENS EYES,1
50657,?P4,1
50655,"SORRY, I MEAN MOVT FROM RESPIRATIONS",1
50654,NO MOVTS EXCEPT RESP ARTIFACT,1
50653,TRIED 3 DIFFERENT SITES FOR EKG - THIS I,1
50652,WILL TRY TO MOVE EKG LEADS,1
50651,UNRESPONSIVE EYES OPEN HEAD MIDLINE,1
50625,STOPPPED,1
50620,PT ASKED TO REPEATEDLY RELAX JAW,1
50573,LIGHT SLEEP  EC   HEAD MIDLINE EEG SENS ,1
50593,"EYE MOVEMENTS M, SELF ALERTED",1
50590,TECH APOLOGISES AND LETS PAT SLEEP,1
50589,"TECH ASKS PAT HOW HE IS, AND PAT SAYS "" ",1
50587,?MOUTH LIPS MOVING FROM BREATHING,1
50586,DEEP BREATHS OUT-DROWSY,1
50585,HEAD MOVMEMENT,1
50583,"SENS 7UV/MM, LFF1 HFF70",1
50582,PAT TAKING DEEP BREATHS,1
50581,TAPPED ON F8,1
50580,TECH BUNDLED UP WIRES,1
50579,GOIGN TO TAP ON F8,1
50578,FRONTAL RHYTHMIC SLOWING??,1
50577,"EYES CLOSED, HEAD MIDLINE, SUPINE, DROWS",1
50576,NO HV DUE TO PAT AGE,1
50575,TECH EXPLAINS TO PT HE DOESN'T HAVE TO C,1
50574,PT CLOSES EYES VERY TIGHTLY,1
50591,"HEAD MIDLINE, SPINE, EYES CLOSED, DROWSY",1
50594,"SPONTANEOUS EYES OPEN AND CLOSE, SELF AL",1
50616,ASK PT TO OPEN MOUTH SO LIPS NOT TOUCHIN,1
50595,EKG - PT HAS A PACEMAKER,1
50615,PT SAYS SHE HAS INCREASING PAIN IN L SID,1
50614,PT SAY PAIN IN SIDE,1
50613,SPONTANEOUS EYE CLOSED,1
50612,9HZ PDR\,1
50611,"END PHOTIC, ",1
50610,  VB,1
50609,TECH GOING TO SET UP PHOTIC,1
50608,HEAD BOX ,1
50607,SAYS APPLE,1
50605,FRONTAL SLOW?,1
50604,LFF1 HFF70 SEBS7uV/MM,1
50603,"HEAD MIDLINE, EYES CLOSED, ASLEEP, SPINE",1
50600,MACHINE FROZE,1
50599,SENS7UV/MM LFF1 HFF70,1
50597,? TORSO MOVMENTS,1
50113,relaxing arms,1
50112,starring upwards,1
50111,arms flexed and stiff,1
49634,RUN OF POLY SPIKE AND WAVE,1
49641,MOVING T3,1
49640,PT STILL COUNTING BACKWARDS,1
49639,PTCOUNNTING ALOUD TO TEN,1
49638,DAD HELPING PT,1
49637,PT COUNTING ALOUD TO TEN,1
49636,PT WAS CRYING THROUGHOUT SET UP,1
49635,NCSA,1
49633,FOCAL SPIKE,1
49577,PRESSED ON C3 AND PT OPENED EYES,1
49631,announcement on overhead speaker,1
49630,SAYS A LITTLT,1
49629,ASK PT IF FACE STILL TINGLY,1
49628,RIGHT CHEEK IN TINGLY,1
49627,MOUTH IS GOING TINGLY,1
49626,EPSIODE OF FACIAL TINGLING,1
49625,WAITING FOR EEG TO SETTLE AFTER IMPEDANC,1
49642,FIXING T3 FOR MUSCLE,1
49643,STILL MUSCLY,1
49644,CANNOT UNDERSTAND RESPONSE,1
49645,ASK TO COUNT FINGERS,1
49662,ONGOING LT,1
49661,MOVED LAMP TO MAKE VIDEO BETTER,1
49660,"LIGHTS OFF, TRY FOR SLEEP",1
49659,ASK PT IF SHE WANTS A BLAKNET,1
49658,SPIKE AND WAVE FRONTAL MAX,1
49656,WILL HV 4 MIN,1
49655,FORGOT TO START TIMER,1
49653,asked p tto relkax,1
49652,pt had had good effort in hv,1
49651,ASK YEAR,1
49650,ASK SPELL NAME,1
49649,FAIR/POOR EFFORT,1
49648,ENCOURAGE  HV,1
49647,LOW AMP 7 PDR,1
49646,ASK TO SPELL NAME,1
49624,DRILLING OUTSIDE ROOM,1
49623,VERY NOISY OUTSIDE ROOM,1
49622,"nov 19, 1985",1
49598,only recall one work,1
49596,spelling world backwards,1
49595,spellng world,1
49594,back to drwosy,1
49593,contaminated reference,1
49592,removed the rt temp and centr from the a,1
49591,6-7Hz background in drowsiness,1
49589,still some ems with eyes closed,1
49588,move hands,1
49587,about 8Hz background,1
49586,this is all blinking iwth eyes cloed,1
49585,no HV due to previous stroke and age,1
49584,ems with eyes closed,1
49583,oriented to place and person,1
49581,abbot hospital,1
49579,asking name,1
49597,ask the recall,1
49599,word,1
49619,supine - head midline  - ec - alseep,1
49600,back to drowsy,1
49618,underlying slow on left?,1
49617,occipital artifact,1
49616,serpant,1
49615,ciy?,1
49614,mouth mvmts,1
49613,rt wickets,1
49612,R wickets,1
49610,Rt wickts,1
49608,pt says no precipitating factors for eve,1
49607,spelt it fw,1
49605,10-11 fully alert,1
49604,check f7,1
49603,not following verbal commands,1
49602,pt is leaving eyes opne,1
49601,Pt has known cognitive impairment,1
49663,GIGLE,1
49664,PT HAS DIFFICULTY FOLLOWING COMMANDS,1
49665,STIL MUMBLING,1
49733,RIGHT FINGER STIM,1
49731,LEFT TOE STIM,1
49730,PUSHED HEAD INTO BED,1
49729,UPPER LEFT HAND ,1
49728,WILL START STIM,1
49726,VENT CAUSING QUITE A BIT OF MVT ,1
49725,STILL SOME ARTIFACT AT T4,1
49724,ARTIFACT AT T4,1
49723,SOME ARTIFACT WITH VENT AND IVS,1
49720,askint pt to close eyes,1
49719,pt tried to kick tech,1
49718,pt just staring at tech,1
49717,rolled his eyes,1
49716,moving pts legs back into bed,1
49715,pt staring at techs,1
49714,"VERY SLIGHT INCREASE F7, FZ",1
49732,RIGHT TOE STIM,1
49734,PUSHED HEAD UPWARD,1
49710,STIM SOON,1
49735,T4 AGAIN,1
49754,jaw muscel,1
49753,supine - ehad midline - ec - awake,1
49752,Reminding pt to keep mout open to relax ,1
49748,PT TWITCH,1
49747,PATIENT SAYS SHE COULD HEAR ME CALL HER ,1
49746,PT RESPONDS YES,1
49745,TECH  ASKED IF PT IS OK,1
49744,PT SHAKING - VIOLENT BODY TREMOR INCLUDI,1
49743,PT SHAKING - VIOLENT BODY TREMOR - INCLU,1
49742, R FMPT,1
49741,REPEATED BLUE,1
49740,TOLD TO REPEAT COLOUR ,1
49738,T4 RELPACED,1
49737,REPLACING T4,1
49736,"GEN, ",1
49713,NO WD TO ANY STIM,1
49709,NURSE SUCTIONED,1
49666,START PASSIVE EC,1
49687,ASKING PT IF SHE WANTS THE LIGHT ON,1
49685,I CANT FIND HUIM - PT,1
49684,STILL ANXIOUS BUT NOT CRYING,1
49683,EYE MOVT MUMBLING,1
49681,HUSN\BAND COMFROTING,1
49680,MUMBLING ANXIOUSLY - CRYING,1
49679,HUSBAND COMFORTING,1
49678,TECH ASK QUESTIONS,1
49677,TECH COMFORTING PT,1
49675,PT MOVING HEAD WHILE MUMBLING,1
49674,COHERENTLY,1
49671,TCH ASK HER NAME,1
49670,WHO ARE YOU? - PT,1
49669,HUSBND AT BEDSIDE TO COMFORT,1
49668,TECH HELPING TO HEAD STILL,1
49667,PT SOMETIMES COHERENT,1
49686,PT SEEMS A LITTLE MORE RLAXED,1
49688,PT THINKING?,1
49707,GOING TO GRAB NURSE TO SUCTION,1
49689,MUMBLINGCALMED DOWN A LITTLE,1
49706,"EYES OPEN, COMATOSE, HEAD MIDLINE",1
49705,VIDEO IS TURNED SIDEWAYS??,1
49704,EYE BLIKING/MOVT,1
49703,TECH TOUCHING SHENIODALS,1
49702,PT ASKING TECH WHO WHO\E IS,1
49701,STARTS SPEAKING COHERENTLY THEN MUMBLES,1
49700,STILL PASSIVE EC,1
49698,TECH STILL SUPPORTING HEAF,1
49697,EYES OPEN FOR ENTIRE PHOTIC,1
49695,MOVT EYE MOVT BLINKIMG,1
49694,MUMBLIMG,1
49693,TECH FIXING O1 AND EOG,1
49692,TECH STILL SUPPORTING HEAD,1
49691,MUMBLING ANXIOUSLY,1
49690,MOVT EYE MOVT/BLINKING,1
49578,blinks with eyes closed,1
49575,HEAD FURTHER TO LEFT,1
50109,arms still stiff,1
49456,right side seems slightly more attenuate,1
49463,daughter helping pt get more comfortable,1
49462,pt has eyes open again,1
49461,tech reminds him to chlose eyes,1
49460,pt has one eye open,1
49459,tech was looking for clean reference,1
49458,sitting in chair - ec - awake,1
49457,muscle decreases as pt relaxes,1
49455,pt says it's a new sharp pain he's never,1
49573,FAIR EFFORT DESPITE ENCOURAGEMENT AND DE,1
49454,pt says he has a headache right now,1
49453,lots of mscle,1
49452,pt won't answer questions with ec,1
49450,lots of msucle - probably from pt sittin,1
49448,lots of ee flutter,1
49447,daughter was worried pt was to unsteady ,1
49446,sitting in wheelchair - ec - head lolled,1
49464,eye bink artifact,1
49465,pt screatching face,1
49466,pt says he still has a sharp pain in his,1
49467,says it hurts more iwth his eyes closed ,1
49485,fire alarm going off in hallways,1
49484,NOTCH FILTER,1
49483,tech fixing sphenoidal,1
49482,sitting - ec - awake,1
49481,breathing difficulty - from pain? says h,1
49480,moving head arond a bit,1
49479,keeps closing his eyes on his own even t,1
49478,tech says he can keep them open for a co,1
49477,pt says it hurts more when his eyes are ,1
49476,pt going to keep eyes open for a couple ,1
49475,not going to do PS due to pt headache,1
49474,pt seams to be in a lot of discomfort,1
49470,sittin gin chair - eo - awake,1
49469,this ref to contaminated by eye movement,1
49468,lots of eye blink artifact - spread from,1
49445,Continues to HV,1
49444,Asked pt to count to 10,1
49443,WILL TRY PASSIVE EYE CLOSURE EAGAIN,1
49418,MIDAZ 5 MG BOLUS,1
49416,NO JERKING NOTED,1
49415,NO LONGER JERKING,1
49414,MEDAZ 5MG,1
49412,BODY JERK WITH EVERY BURST,1
49411,stretchinfg,1
49410,going to wake up pt,1
49409,WILL NOT OPEN EYES,1
49408,CALLING PT CLAPPING,1
49407,STARTP,1
49406,rt temp sharps,1
49405,A GENERAL H,1
49404,MAY 23 2-017,1
49403,WILL WAKE PT N OW,1
49402,saying the area or muscle that is contra,1
49401,? breach rythym,1
49417,PT NO LONGER JERKING,1
49420,PROPFOL 30MCG/KG/MIN,1
49442,PT ++CONFUSED,1
49422,NURSE STILL TAKING BLOOD,1
49441,TRYINGT O POULL THINGS OFF HIS HAND,1
49440,DECREASED RESPONSIVENESS,1
49439,HEAD IS ON NECK ROLL,1
49438,PT ABLE TO SQUEEZE BOTH HANDS ON COMMAND,1
49436,PT HAS HAND OVER EYES,1
49435,PT SAYS SHE'LL TRY,1
49434,PT SAYS SHE'S REMEMBER TELLING SOMEONE T,1
49433,ASK PT WHAT'S SO FUNNY - PT REMEMBERING ,1
49431,UNPLUG AND REPLUG PHOTIC CABLE,1
49430,PROBLEM WITH PHOTIC - WILL ABORT AND RES,1
49429,RELLAX JAW,1
49428,PT SAYS SHE WAS GIVEN 2mg ATIVAN BEFORE ,1
49427,REPLACED P3 WITH NEW ELECTRODE,1
49425,CURRENTLY ORIENTEDX3,1
49423,VPA 1g,1
49486,code red chemin,1
49487,alarm stilll going,1
49488,alarm has stopped,1
49553,pt is very talkative,1
49551,pT COUNTING BACKWARDS FROM 10,1
49550,pT COUNTING TO TEN,1
49548,ROLLING TONGUE IN MOUTH,1
49547,TOUCHING o1,1
49545,nOTCH OFF,1
49544,"SEATED IN WHEELCHAIR, HEAD RIGHT",1
49543,L AND R TEMP,1
49542,SHE WANTS TO MOVE HER FINGERS,1
49541,AUDIO ON,1
49539,EYES FLUTTERING BUT NOT OPENING,1
49538,PT RESPONDS IN ALL 4 LIMBS AND SAYS OW,1
49537,"INTUBATED, ICU RECORDING, HEAD TO LEFT, ",1
49536,WITHDRAW OF RT HAND,1
49535,WITHDRAW OF RT FOOT,1
49534,WITHDRAW OF LT FOOT,1
49552,CONTINUES TALKING FOR A FEW MORE MINUTES,1
49554,head midlline,1
49532,WEAK WITHDRAW OF LEFT ARM,1
49556,turn the lightsw down a bit more,1
49572,TELL PT SHE ISN'T BLOWING ENOUGH - TECH ,1
49571,ASK PT TO GO BLOW FASTER AND MORE FORCEF,1
49570,ASK PT TO BLOW FASTER AND MORE FORCEFULL,1
49569,will alert and do IPS Now,1
49568,pt conitnues resting quietly,1
49566,some intermittnet peeking,1
49565,resting qietly,1
49564,peeking and moving,1
49563,some frontal emg and ems witheyes close,1
49562,awake alert and relaxes now,1
49561,nice ppdr,1
49560,fully alert and awake,1
49559,is very talkative,1
49558,open and talking,1
49557,no HV due ot age,1
49533,PAINFUL STIM OF LT FOOT,1
49531,notch filter on for icu recording,1
49489,drilling in room next door,1
49510,pt twitching and mouth movements,1
49507,"EKG ARTIFACT IN 01, P3, T5 AND A1",1
49505,talking to son,1
49504,pt says her head hurts,1
49503,getting rhythmic here,1
49502,asking to count 2-20 b 2,1
49501,which hospital ,1
49500,l temporal post ictal?,1
49499,reqting,1
49498,pt says last time she had symptoms of R ,1
49497,no hv due to ?stroke like symptoms ,1
49496,pushing ts f7,1
49495,?ELECTROGRAPHIC SEIZURE,1
49493,GOODS EFFORT,1
49492,drilling next door,1
49490,hammerig,1
49509,eye lids flutering,1
49511,pt twitching and chewing motion with mou,1
49530,"eyes closed, head to left",1
49512,semi coma? ,1
49529,"intubated, icu recording",1
49527,tech trying to fix c3,1
49526,tech rescrubed c3,1
49525,tecvh trying to fix eye leads,1
49524,pt moving and its causign eye leads to f,1
49523,facial twiching eye lids fluttering,1
49522,? coma ? Stats,1
49521,big jerk head noves to rt while jerking ,1
49520,chewing motion with mouth,1
49519,eye liods fluttering,1
49517,? status ? coma,1
49516,head to lef,1
49515,eye lid fluttering,1
49514,tech fixing eye leads,1
49513,? Status?,1
49755,Large event starts here,1
49756,hands remoring here,1
49757,hands tremouring,1
49989,FIXED A2 ELECTRODE,1
49997,GOIGN TO DO PHOTIC NOW,1
49996,GOIGN TO TAP F8,1
49995,NO HV DUE TO HHISTORY,1
49994,ONGOING VISIBLE EYE FLUTTER,1
49992,PT HAS CLOSED EYES NOW,1
